user_id,location,age,age_group,cluster_id,collaborative_cluster_recommendation,demographic_recommendation,geographic_recommendation
177630,"brooklyn, new york, usa",34.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060504072', '0060915544', '006098726X', '0061093327', '0140131612', '0140296298', '0192815970', '0312282990', '0316096199', '0316154059']"
177638,"laconia, new hampshire, usa",51.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0515132020', '0553583980', '0380785188', '0373243286', '0743418131']"
177660,"lille, nord, france",,Unknown,19,"['0060830956', '0060916508', '0060929790', '0060932139', '0060965819', '006097673X', '0061000175', '0064400557', '0064407667', '0140050000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0064431789', '0439425220', '2070725804', '2253003107', '2253006920', '2253044903', '0515087122', '0804106304', '2253029491', '0894808249']"
177673,"richmond, virginia, usa",49.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060509465', '0142001740', '0312980159', '0345459202', '0385318073', '039592720X', '0439139600', '0441172717', '0446527785', '0449212602']"
177683,"suffolk, virginia, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0142001740', '031225346X', '0316603570', '0345450175', '0399145885', '0399146725', '039914787X', '0525945040', '0525945636', '0553109839']"
177688,"münchen, bayern, germany",25.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140177388', '014027944X', '0451403886', '1583224890', '3423128801', '3442442354', '3596215226', '0385504209', '2070408507', '3442092981']"
177690,"nottingham, maryland, usa",27.0,Young Adult,20,"['0006550576', '0020418809', '0044409494', '0060002077', '0060012897', '006001315X', '0060391480', '0060514949', '0060525460', '0060549270']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0385504209', '038079456X', '0380794578', '0380805685', '0380820447', '0671787454', '1551666758', '1551668122', '0373484887', '0373484909']"
177703,"brownsville, pennsylvania, usa",18.0,Teenager,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0451204956', '0671695304', '006447268X', '0316969443', '0345389980', '034540288X', '0373218397', '0375725601', '0380728265', '0425163415']"
177716,"philadelphia, pennsylvania, usa",34.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0061091316', '0156006219', '019282760X', '0312202318', '0312979533', '0316602906', '0316779237', '0345452534', '0375400117', '0375406182']"
177794,"dallas, georgia, usa",29.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0061091715', '0061092568', '0380780860', '0380780879', '0380784491', '0380784505', '0380793253', '0380793660', '0380800802', '0380801493']"
177842,"coos bay, oregon, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0061009059', '0395977894', '0679463070', '0060188731', '0440223989', '0679430946', '0140258795', '0380712040', '0670891576', '0684874350']"
177861,"vancouver, ,",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0064472795', '0345389964', '0380814021', '0446364622', '0671028367', '0312915799', '0446672211', '0345380371', '0440205506', '0449210928']"
177862,"high river, alberta, canada",33.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140067477', '0316789089', '0385504209', '042519485X', '0517101351', '0684841347', '1558748865', '1878424319', '0060169281', '006103083X']"
177870,"houston, texas, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0312099045', '0439139600', '1888054557', '0805063897', '006000438X', '0060198702', '0060391839', '0060514949', '0060916508', '0060929596']"
177876,"adrian, michigan, usa",46.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0399145923', '0425058603', '0425076717', '0441585558', '0449211479', '0449221873', '0451142934', '0671606840', '0671660187', '0671722069']"
177879,"san diego, california, usa",22.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0446523569', '0446671002', '0786868716', '0020518706', '002542730X', '0060809833', '0060914653', '0061097667', '0064401510', '0140282033']"
177932,"fayetteville, north carolina, usa",44.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0375700757', '0671032658', '0140280464', '038548951X', '0440204194', '0440207770', '0446358754', '044651652X', '1559587032', '0446604666']"
177934,"shawnee, kansas, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0590457217', '0590457225', '0439139597', '0679411607']"
177949,"nottingham, england, united kingdom",18.0,Teenager,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0399142851', '0552133256', '0765342987', '0842329129', '1875989218', '0156030209', '0330244078', '0380811812', '0380813815', '0446672211']"
177968,"san mateo, california, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0694003611', '0312253435', '0375725784', '0425153088', '0061098027', '0142001740', '0385315279', '0385337477', '038550926X', '0425141977']"
177977,"cullowhee, north carolina, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0451194861', '0425183750', '0451166582', '0452280621', '0451163524', '0515131210', '0743457358', '0451204948', '0312288115', '0671026011']"
178032,"brookville, pennsylvania, usa",58.0,Senior,25,"['0020442203', '0020532105', '0060508302', '0060932171', '0060953020', '0060976241', '0060977477', '0060989238', '0061057649', '0061094595']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0553575023', '0821768417', '0345468694', '0399142614', '0446603589', '0515130990', '0553265741', '0553576801', '0312971125', '0312979088']"
178035,"pembroke, , canada",81.0,Senior,18,"['0020868308', '006017773X', '0060188731', '0060508302', '0060512822', '0060514930', '0060557257', '0060916508', '0060924845', '0060932813']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0312983417', '0425158616', '0425175405', '0440115450', '0440211727', '0449219364', '0515135739', '0553230212', '0553256211', '0743422910']"
178056,"victoria, british columbia, canada",32.0,Young Adult,6,"['0007154615', '0044409494', '0060097469', '0060256672', '0060256737', '0060392991', '0060652934', '0060809248', '0060922249', '0060927240']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['156341029X', '0062502182', '0066238501', '014004387X', '0140094385', '014044100X', '0312243022', '0312966555', '0345314255', '0345413369']"
178058,"white rock, british columbia, canada",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0671525743', '0380726262', '0425147622', '042518286X', '0553572326', '0140244824', '0446602744', '0671794388', '055358264X', '0345391055']"
178065,"chicago, illinois, usa",,Unknown,14,"['0002251760', '0044409494', '0060008024', '0060099089', '0060248025', '0060256672', '0060562250', '0061093327', '0064440044', '0140042520']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0156528207', '0312282990', '043935806X', '0060007788', '0060391448', '0060913061', '0060914653', '0060929790', '0060929871', '0060976624']"
178069,"highland park, illinois, usa",61.0,Senior,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0440216540', '0345370775', '0446672211', '0449003787']"
178079,"north las vegas, nevada, usa",55.0,Middle-aged,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0061098795', '0312265859', '0312983301', '0312995423', '0316693200', '0380724987', '0380753006', '0425194515', '042519471X', '0440241006']"
178093,"port coquitlam, british columbia, canada",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0553580256', '068484477X', '0446611611', '0312950489', '0345326490', '0373258151', '0515090204', '0515092266', '0679723161', '0743474325']"
178130,"auburn, washington, usa",45.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0394825985', '0553289322', '0553293257', '0553561537', '0671776134', '068816112X', '0553583395', '067101420X', '0671456857', '0743436210']"
